CELL_ID,SPECIES,MONTH,COUNT
583,bos_taurus,sep,0
584,bos_taurus,sep,0
585,bos_taurus,sep,0
600,bos_taurus,sep,0
601,bos_taurus,sep,0
602,bos_taurus,sep,0
603,bos_taurus,sep,0
604,bos_taurus,sep,0
605,bos_taurus,sep,0
606,bos_taurus,sep,0
607,bos_taurus,sep,0
608,bos_taurus,sep,0
609,bos_taurus,sep,0
610,bos_taurus,sep,0
611,bos_taurus,sep,0
628,bos_taurus,sep,0
629,bos_taurus,sep,0
630,bos_taurus,sep,0
631,bos_taurus,sep,0
632,bos_taurus,sep,0
633,bos_taurus,sep,0
634,bos_taurus,sep,0
656,bos_taurus,sep,0
657,bos_taurus,sep,0
