CELL_ID,SPECIES,MONTH,COUNT
20,bubalus_bubalis,sep,0
21,bubalus_bubalis,sep,0
22,bubalus_bubalis,sep,0
23,bubalus_bubalis,sep,0
24,bubalus_bubalis,sep,0
25,bubalus_bubalis,sep,0
26,bubalus_bubalis,sep,0
44,bubalus_bubalis,sep,0
45,bubalus_bubalis,sep,0
46,bubalus_bubalis,sep,0
47,bubalus_bubalis,sep,0
48,bubalus_bubalis,sep,0
49,bubalus_bubalis,sep,0
50,bubalus_bubalis,sep,0
51,bubalus_bubalis,sep,0
52,bubalus_bubalis,sep,0
53,bubalus_bubalis,sep,0
69,bubalus_bubalis,sep,0
70,bubalus_bubalis,sep,0
71,bubalus_bubalis,sep,0
72,bubalus_bubalis,sep,0
73,bubalus_bubalis,sep,0
74,bubalus_bubalis,sep,0
75,bubalus_bubalis,sep,0
76,bubalus_bubalis,sep,0
77,bubalus_bubalis,sep,0
78,bubalus_bubalis,sep,0
79,bubalus_bubalis,sep,0
80,bubalus_bubalis,sep,0
90,bubalus_bubalis,sep,0
91,bubalus_bubalis,sep,0
92,bubalus_bubalis,sep,0
93,bubalus_bubalis,sep,0
96,bubalus_bubalis,sep,0
97,bubalus_bubalis,sep,0
98,bubalus_bubalis,sep,0
99,bubalus_bubalis,sep,0
100,bubalus_bubalis,sep,0
101,bubalus_bubalis,sep,0
102,bubalus_bubalis,sep,0
103,bubalus_bubalis,sep,0
104,bubalus_bubalis,sep,0
105,bubalus_bubalis,sep,0
106,bubalus_bubalis,sep,0
107,bubalus_bubalis,sep,0
116,bubalus_bubalis,sep,0
117,bubalus_bubalis,sep,0
118,bubalus_bubalis,sep,0
119,bubalus_bubalis,sep,0
121,bubalus_bubalis,sep,0
122,bubalus_bubalis,sep,0
123,bubalus_bubalis,sep,0
124,bubalus_bubalis,sep,0
125,bubalus_bubalis,sep,0
126,bubalus_bubalis,sep,0
127,bubalus_bubalis,sep,0
128,bubalus_bubalis,sep,0
129,bubalus_bubalis,sep,0
130,bubalus_bubalis,sep,0
131,bubalus_bubalis,sep,0
132,bubalus_bubalis,sep,0
133,bubalus_bubalis,sep,0
134,bubalus_bubalis,sep,0
137,bubalus_bubalis,sep,0
141,bubalus_bubalis,sep,0
142,bubalus_bubalis,sep,0
143,bubalus_bubalis,sep,0
144,bubalus_bubalis,sep,0
145,bubalus_bubalis,sep,0
146,bubalus_bubalis,sep,0
147,bubalus_bubalis,sep,0
148,bubalus_bubalis,sep,0
149,bubalus_bubalis,sep,0
150,bubalus_bubalis,sep,0
151,bubalus_bubalis,sep,0
152,bubalus_bubalis,sep,0
153,bubalus_bubalis,sep,0
154,bubalus_bubalis,sep,0
155,bubalus_bubalis,sep,0
156,bubalus_bubalis,sep,0
157,bubalus_bubalis,sep,0
158,bubalus_bubalis,sep,0
159,bubalus_bubalis,sep,0
160,bubalus_bubalis,sep,0
161,bubalus_bubalis,sep,0
164,bubalus_bubalis,sep,0
165,bubalus_bubalis,sep,0
166,bubalus_bubalis,sep,0
167,bubalus_bubalis,sep,0
168,bubalus_bubalis,sep,0
169,bubalus_bubalis,sep,0
170,bubalus_bubalis,sep,0
171,bubalus_bubalis,sep,0
172,bubalus_bubalis,sep,0
173,bubalus_bubalis,sep,0
174,bubalus_bubalis,sep,0
175,bubalus_bubalis,sep,0
176,bubalus_bubalis,sep,0
177,bubalus_bubalis,sep,0
178,bubalus_bubalis,sep,0
179,bubalus_bubalis,sep,0
191,bubalus_bubalis,sep,0
192,bubalus_bubalis,sep,0
193,bubalus_bubalis,sep,0
194,bubalus_bubalis,sep,0
195,bubalus_bubalis,sep,0
196,bubalus_bubalis,sep,0
197,bubalus_bubalis,sep,0
198,bubalus_bubalis,sep,0
199,bubalus_bubalis,sep,0
200,bubalus_bubalis,sep,0
201,bubalus_bubalis,sep,0
202,bubalus_bubalis,sep,0
203,bubalus_bubalis,sep,0
204,bubalus_bubalis,sep,0
205,bubalus_bubalis,sep,0
206,bubalus_bubalis,sep,0
218,bubalus_bubalis,sep,0
219,bubalus_bubalis,sep,0
220,bubalus_bubalis,sep,0
221,bubalus_bubalis,sep,0
222,bubalus_bubalis,sep,0
223,bubalus_bubalis,sep,0
224,bubalus_bubalis,sep,1
225,bubalus_bubalis,sep,0
226,bubalus_bubalis,sep,0
227,bubalus_bubalis,sep,0
228,bubalus_bubalis,sep,0
229,bubalus_bubalis,sep,0
230,bubalus_bubalis,sep,0
231,bubalus_bubalis,sep,0
232,bubalus_bubalis,sep,0
245,bubalus_bubalis,sep,0
246,bubalus_bubalis,sep,0
247,bubalus_bubalis,sep,1
248,bubalus_bubalis,sep,3
249,bubalus_bubalis,sep,31
250,bubalus_bubalis,sep,4
251,bubalus_bubalis,sep,54
252,bubalus_bubalis,sep,19
253,bubalus_bubalis,sep,0
254,bubalus_bubalis,sep,0
255,bubalus_bubalis,sep,0
256,bubalus_bubalis,sep,0
257,bubalus_bubalis,sep,0
258,bubalus_bubalis,sep,0
259,bubalus_bubalis,sep,0
272,bubalus_bubalis,sep,0
273,bubalus_bubalis,sep,0
274,bubalus_bubalis,sep,0
275,bubalus_bubalis,sep,2
276,bubalus_bubalis,sep,4
277,bubalus_bubalis,sep,21
278,bubalus_bubalis,sep,0
279,bubalus_bubalis,sep,1
280,bubalus_bubalis,sep,0
281,bubalus_bubalis,sep,0
282,bubalus_bubalis,sep,0
283,bubalus_bubalis,sep,0
284,bubalus_bubalis,sep,0
285,bubalus_bubalis,sep,0
299,bubalus_bubalis,sep,0
300,bubalus_bubalis,sep,0
301,bubalus_bubalis,sep,20
302,bubalus_bubalis,sep,1
303,bubalus_bubalis,sep,0
304,bubalus_bubalis,sep,0
305,bubalus_bubalis,sep,4
306,bubalus_bubalis,sep,9
