CELL_ID,SPECIES,MONTH,COUNT
411,bos_taurus,nov,0
412,bos_taurus,nov,0
413,bos_taurus,nov,0
414,bos_taurus,nov,0
415,bos_taurus,nov,0
416,bos_taurus,nov,0
417,bos_taurus,nov,0
418,bos_taurus,nov,2
419,bos_taurus,nov,0
433,bos_taurus,nov,0
434,bos_taurus,nov,0
435,bos_taurus,nov,0
436,bos_taurus,nov,0
437,bos_taurus,nov,0
438,bos_taurus,nov,0
439,bos_taurus,nov,0
440,bos_taurus,nov,0
441,bos_taurus,nov,0
442,bos_taurus,nov,0
443,bos_taurus,nov,4
444,bos_taurus,nov,25
445,bos_taurus,nov,4
446,bos_taurus,nov,0
459,bos_taurus,nov,0
460,bos_taurus,nov,0
461,bos_taurus,nov,0
462,bos_taurus,nov,0
463,bos_taurus,nov,0
464,bos_taurus,nov,0
465,bos_taurus,nov,0
466,bos_taurus,nov,0
467,bos_taurus,nov,0
468,bos_taurus,nov,0
469,bos_taurus,nov,0
470,bos_taurus,nov,1
471,bos_taurus,nov,21
472,bos_taurus,nov,9
473,bos_taurus,nov,0
486,bos_taurus,nov,0
487,bos_taurus,nov,0
488,bos_taurus,nov,0
489,bos_taurus,nov,0
490,bos_taurus,nov,0
491,bos_taurus,nov,0
492,bos_taurus,nov,0
493,bos_taurus,nov,0
494,bos_taurus,nov,0
495,bos_taurus,nov,0
496,bos_taurus,nov,0
497,bos_taurus,nov,0
498,bos_taurus,nov,4
499,bos_taurus,nov,5
500,bos_taurus,nov,2
501,bos_taurus,nov,0
515,bos_taurus,nov,0
516,bos_taurus,nov,0
517,bos_taurus,nov,0
518,bos_taurus,nov,0
519,bos_taurus,nov,0
520,bos_taurus,nov,0
521,bos_taurus,nov,0
522,bos_taurus,nov,0
523,bos_taurus,nov,0
524,bos_taurus,nov,16
525,bos_taurus,nov,43
526,bos_taurus,nov,2
527,bos_taurus,nov,15
528,bos_taurus,nov,0
543,bos_taurus,nov,0
544,bos_taurus,nov,0
546,bos_taurus,nov,0
547,bos_taurus,nov,0
548,bos_taurus,nov,0
549,bos_taurus,nov,0
550,bos_taurus,nov,0
551,bos_taurus,nov,7
552,bos_taurus,nov,9
553,bos_taurus,nov,3
554,bos_taurus,nov,2
555,bos_taurus,nov,1
556,bos_taurus,nov,0
557,bos_taurus,nov,0
573,bos_taurus,nov,0
574,bos_taurus,nov,0
575,bos_taurus,nov,0
576,bos_taurus,nov,0
577,bos_taurus,nov,0
578,bos_taurus,nov,1
579,bos_taurus,nov,6
580,bos_taurus,nov,2
581,bos_taurus,nov,8
582,bos_taurus,nov,6
583,bos_taurus,nov,0
584,bos_taurus,nov,0
585,bos_taurus,nov,0
600,bos_taurus,nov,0
601,bos_taurus,nov,0
602,bos_taurus,nov,0
603,bos_taurus,nov,0
604,bos_taurus,nov,0
605,bos_taurus,nov,0
606,bos_taurus,nov,0
607,bos_taurus,nov,1
608,bos_taurus,nov,2
609,bos_taurus,nov,0
610,bos_taurus,nov,0
611,bos_taurus,nov,0
628,bos_taurus,nov,0
629,bos_taurus,nov,0
630,bos_taurus,nov,0
631,bos_taurus,nov,0
632,bos_taurus,nov,0
633,bos_taurus,nov,0
634,bos_taurus,nov,0
656,bos_taurus,nov,0
657,bos_taurus,nov,0
